id_paper,id_data,species,order,sex,genital/non-genital,organ/structure,morphological_measurement,environmental_condition,plasticity/robustness,author,title,year,journal,doi
376,164,Gryllus firmus,Orthoptera,male,non-genital,testicle,mass,social environment,robustness,Kelly; Clint D. and L'Heureux; Valerie and Wey; Tina W. and Reale; Denis,Effect of rearing density on the expression of fitness-related traits in male sand field crickets (<i>Gryllus firmus</i>),2023,EVOLUTIONARY ECOLOGY,10.1007/s10682-023-10251-7
378,165,Colaphellus bowringi,Coleoptera,female,non-genital,ovary ,size ,photoperiod ,plasticity,Guo; Shuang and Wu; Qing-Wen and Tian; Zhong and Zhu; Li and King-Jones; Kirst and Zhu; Fen and Wang; Xiao-Ping and Liu; Wen,<i>Kruppel homolog</i> 1 regulates photoperiodic reproductive plasticity in the cabbage beetle <i>Colaphellus bowringi</i>,2021,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,10.1016/j.ibmb.2021.103582
380,166,Drosophila melanogaster,Diptera,female,non-genital,ovary ,size ,seasonality,robustness,Dev; Kapil and Chahal; Jyoti and Parkash; Ravi and Kataria; Sudhir Kumar,Correlated Changes in Body Melanisation and Mating Traits of <i>Drosophila melanogaster</i>: A Seasonal Analysis,2013,EVOLUTIONARY BIOLOGY,10.1007/s11692-012-9220-5
387,167,Myrmecina nipponica,Hymenoptera,female,non-genital,ovary ,size ,caste,plasticity,Murakami; T and Ohkawara; K and Higashi; S,Morphology and developmental plasticity of reproductive females in <i>Myrmecina nipponica</i> (Hymenoptera: Formicidae),2002,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,10.1603/0013-8746(2002)095{[}0577:MADPOR]2.0.CO;2
388,168,Bombus terrestris,Hymenoptera,female,non-genital,ovary ,size ,caste,plasticity,Li; Beibei and Hou; Li and Zhu; Dan and Xu; Xilian and An; Shiheng and Wang; Xianhui,Identification and caste-dependent expression patterns of DNA methylation associated genes in <i>Bombus terrestris</i>,2018,SCIENTIFIC REPORTS,10.1038/s41598-018-20831-1
388,169,Bombus terrestris,Hymenoptera,male,non-genital,testicle,size ,caste,plasticity,Li; Beibei and Hou; Li and Zhu; Dan and Xu; Xilian and An; Shiheng and Wang; Xianhui,Identification and caste-dependent expression patterns of DNA methylation associated genes in <i>Bombus terrestris</i>,2018,SCIENTIFIC REPORTS,10.1038/s41598-018-20831-1
390,170,Apis mellifera,Hymenoptera,female,non-genital,ovary ,size ,diet,plasticity,Walton; Alexander and Dolezal; Adam G. and Bakken; Marit A. and Toth; Amy L.,Hungry for the queen: Honeybee nutritional environment affects worker pheromone response in a life stage-dependent manner,2018,FUNCTIONAL ECOLOGY,10.1111/1365-2435.13222
397,171,Naliphoeta cinerea,Blattodea,female,non-genital,ovary ,size ,diet,plasticity,Barrett; Emma L. B. and Preziosi; Richard F. and Moore; Allen J. and Moore; Patricia J.,Effects of mating delay and nutritional signals on resource recycling in a cyclically breeding cockroach,2008,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2007.07.008
402,172,Scathophaga stercoraria,Diptera,female,genital,spermatheca,number ,diet,plasticity,Schaefer; Martin A. and Berger; David and Jochmann; Ralf and Blanckenhorn; Wolf U. and Bussiere; Luc F.,The developmental plasticity and functional significance of an additional sperm storage compartment in female yellow dung flies,2013,FUNCTIONAL ECOLOGY,10.1111/1365-2435.12134
403,173,Onthophagus taurus,Coleoptera,male,non-genital,testicle,size,social environment,robustness,Simmons; Leigh W. and Buzatto; Bruno A.,Contrasting responses of pre-and post-copulatory traits to variation in mating competition,2014,FUNCTIONAL ECOLOGY,10.1111/1365-2435.12211
406,174,Drosophila ananassae,Diptera,female,non-genital,ovary ,size,diet,plasticity,Sisodia; Seema and Singh; Bashisth N.,Experimental Evidence for Nutrition Regulated Stress Resistance in <i>Drosophila ananassae</i>,2012,PLOS ONE,10.1371/journal.pone.0046131
410,175,Reticulitermes labralis,Blattodea,female,non-genital,ovary ,size ,caste,plasticity,Su; Xiaohong and Yang; Xiaojuan and Li; Jing and Xing; Lianxi and Liu; He and Chen; Jiaoling,The transition path from female workers to neotenic reproductives in the termite <i>Reticulitermes labralis</i>,2017,EVOLUTION \& DEVELOPMENT,10.1111/ede.12229
414,176,Onthophagus taurus,Coleoptera,male,genital,aedeagus ,size ,trade-off with other traits,plasticity,Pizzo; Astrid and Macagno; Anna L. M. and Dusini; Serena and Palestrini; Claudia,"Trade-off between horns and other functional traits in two Onthophagus species (Scarabaeidae, Coleoptera)",2012,ZOOMORPHOLOGY,10.1007/s00435-012-0148-1
414,177,Onthophagus fracticornis,Coleoptera,male,genital,aedeagus ,size ,trade-off with other traits,plasticity,Pizzo; Astrid and Macagno; Anna L. M. and Dusini; Serena and Palestrini; Claudia,"Trade-off between horns and other functional traits in two Onthophagus species (Scarabaeidae, Coleoptera)",2012,ZOOMORPHOLOGY,10.1007/s00435-012-0148-1
422,178,Drosophila suzukii,Diptera,female,non-genital,ovary ,size ,temperature,plasticity,Everman; E. R. and Freda; P. J. and Brown; M. and Schieferecke; A. J. and Ragland; G. J. and Morgan; T. J.,"Ovary Development and Cold Tolerance of the Invasive Pest <i>Drosophila suzukii</i> (Matsumura) in the Central Plains of Kansas, United States",2018,ENVIRONMENTAL ENTOMOLOGY,10.1093/ee/nvy074
422,179,Drosophila suzukii,Diptera,female,non-genital,ovary ,developmental rate,temperature,plasticity,Everman; E. R. and Freda; P. J. and Brown; M. and Schieferecke; A. J. and Ragland; G. J. and Morgan; T. J.,"Ovary Development and Cold Tolerance of the Invasive Pest <i>Drosophila suzukii</i> (Matsumura) in the Central Plains of Kansas, United States",2018,ENVIRONMENTAL ENTOMOLOGY,10.1093/ee/nvy074
422,180,Drosophila suzukii,Diptera,female,non-genital,ovary ,size ,photoperiod ,plasticity,Everman; E. R. and Freda; P. J. and Brown; M. and Schieferecke; A. J. and Ragland; G. J. and Morgan; T. J.,"Ovary Development and Cold Tolerance of the Invasive Pest <i>Drosophila suzukii</i> (Matsumura) in the Central Plains of Kansas, United States",2018,ENVIRONMENTAL ENTOMOLOGY,10.1093/ee/nvy074
422,181,Drosophila suzukii,Diptera,female,non-genital,ovary ,developmental rate,photoperiod ,plasticity,Everman; E. R. and Freda; P. J. and Brown; M. and Schieferecke; A. J. and Ragland; G. J. and Morgan; T. J.,"Ovary Development and Cold Tolerance of the Invasive Pest <i>Drosophila suzukii</i> (Matsumura) in the Central Plains of Kansas, United States",2018,ENVIRONMENTAL ENTOMOLOGY,10.1093/ee/nvy074
424,182,Bombus terrestris,Hymenoptera,female,non-genital,ovary ,size ,nursery colony,plasticity,Alaux; Cedric and Hefetz; Abraham and Jaisson; Pierre,Plasticity of worker reproductive strategies in <i>Bombus terrestris</i>:: lessons from artificial mixed-species colonies,2006,ANIMAL BEHAVIOUR,10.1016/j.anbehav.2006.05.008
427,183,Mischocyttarus mastigophorus,Hymenoptera,female,non-genital,ovary ,developmental rate,diet,plasticity,O'Donnell; Sean and Fiocca; Katherine and Campbell; Meghan and Bulova; Susan and Zelanko; Paula and Velinsky; David,"Adult nutrition and reproductive physiology: a stable isotope analysis in a eusocial paper wasp (<i>Mischocyttarus mastigophorus</i>, Hymenoptera: Vespidae)",2018,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,10.1007/s00265-018-2501-y
429,184,Apis mellifera,Hymenoptera,female,non-genital,ovary ,developmental rate,caste,plasticity,Kucharski; R. and Maleszka; J. and Foret; S. and Maleszka; R.,Nutritional control of reproductive status in honeybees via DNA methylation,2008,SCIENCE,10.1126/science.1153069
433,185,Drosophila melanogaster,Diptera,female,non-genital,ovary ,size ,temperature,plasticity,Delpuech; JM and Moreteau; B and Chiche; J and Pla; E and Vouidibio; J and David; JR,Phenotypic plasticity and reaction norms in temperate and tropical populations of drosophila-melanogaster - ovarian size and developmental temperature,1995,EVOLUTION,10.1111/j.1558-5646.1995.tb02303.x
434,186,Hodotermopsis sjostedti,Blattodea,female,non-genital,ovary ,size ,caste,plasticity,Oguchi; Kohei and Koshikawa; Shigeyuki and Miura; Toru,Hormone-related genes heterochronically and modularly regulate neotenic differentiation in termites,2022,DEVELOPMENTAL BIOLOGY,10.1016/j.ydbio.2022.02.012
440,187,Apis mellifera,Hymenoptera,female,non-genital,ovary ,size ,caste,plasticity,Kuszewska; Karolina and Woyciechowski; Michal,Age at Which Larvae Are Orphaned Determines Their Development into Typical or Rebel Workers in the Honeybee (<i>Apis mellifera</i> L.),2015,PLOS ONE,10.1371/journal.pone.0123404
459,188,Apis mellifera,Hymenoptera,female,non-genital,ovary ,developmental rate,caste,plasticity,Katzav-Gozansky; T and Boulay; R and Soroker; V and Hefetz; A,Queen-signal modulation of worker pheromonal composition in honeybees,2004,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2004.2839
463,189,Callosobruchus maculatus,Coleoptera,female,genital,copulatory tract,thickness ,social environment,robustness,Wyber; Blake W. and Dougherty; Liam R. and McNamara; Kathryn and Mehnert; Andrew and Shaw; Jeremy and Tomkins; Joseph L. and Simmons; Leigh W.,Quantifying variation in female internal genitalia: no evidence for plasticity in response to sexual conflict risk in a seed beetle,2021,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2021.0746
464,190,Onthophagus taurus,Coleoptera,male,genital,aedeagus ,size ,diet,robustness,Casasa; Sofia and Moczek; Armin P.,Insulin signalling's role in mediating tissue-specific nutritional plasticity and robustness in the horn-polyphenic beetle <i>Onthophagus taurus</i>,2018,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2018.1631
469,191,Apis mellifera,Hymenoptera,female,non-genital,ovary ,size ,caste,plasticity,Macedo; L. M. F. and Nunes; F. M. F. and Freitas; F. C. P. and Pires; C. V. and Tanaka; E. D. and Martins; J. R. and Piulachs; M. -D. and Cristino; A. S. and Pinheiro; D. G. and Simoes; Z. L. P.,MicroRNA signatures characterizing caste-independent ovarian activity in queen and worker honeybees (<i>Apis mellifera</i> L.),2016,INSECT MOLECULAR BIOLOGY,10.1111/imb.12214
471,192,Apis mellifera,Hymenoptera,female,non-genital,ovary ,developmental rate,caste,plasticity,Katzav-Gozansky; Tamar and Boulay; Raphael and Soroker; Victoria and Hefetz; Abraham,Queen pheromones affecting the production of queen-like secretion in workers,2006,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,10.1007/s00359-006-0110-0
473,193,Romalea microptera,Orthoptera,female,non-genital,ovary ,size ,diet,plasticity,Taylor; Benjamin J. and Whitman; Douglas W.,A test of three hypotheses for ovariole number determination in the grasshopper <i>Romalea microptera</i>,2010,PHYSIOLOGICAL ENTOMOLOGY,10.1111/j.1365-3032.2010.00732.x
484,194,Drosophila melanogaster,Diptera,female,non-genital,ovary ,size ,temperature,plasticity,Klepsatel; Peter and Galikova; Martina and De Maio; Nicola and Huber; Christian D. and Schloetterer; Christian and Flatt; Thomas,Variation in thermal performance and reaction norms among populations of <i>drosophila melanogaster</i>,2013,EVOLUTION,10.1111/evo.12221
486,195,Drosophila melanogaster,Diptera,male,genital,genital arch,size ,diet,robustness,Shingleton; Alexander W. and Estep; Chad M. and Driscoll; Michael V. and Dworkin; Ian,Many ways to be small: different environmental regulators of size generate distinct scaling relationships in <i>Drosophila melanogaster</i>,2009,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2008.1796
486,196,Drosophila melanogaster,Diptera,male,genital,genital arch,size ,temperature,robustness,Shingleton; Alexander W. and Estep; Chad M. and Driscoll; Michael V. and Dworkin; Ian,Many ways to be small: different environmental regulators of size generate distinct scaling relationships in <i>Drosophila melanogaster</i>,2009,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2008.1796
486,197,Drosophila melanogaster,Diptera,male,genital,genital arch,size ,social environment,robustness,Shingleton; Alexander W. and Estep; Chad M. and Driscoll; Michael V. and Dworkin; Ian,Many ways to be small: different environmental regulators of size generate distinct scaling relationships in <i>Drosophila melanogaster</i>,2009,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2008.1796
489,198,Coccinella septempunctata,Coleoptera,female,non-genital,ovary ,developmental rate,temperature,plasticity,Phoofolo; MW and Obrycki; JJ and Krafsur; ES,"Temperature-dependent ovarian development in coccinella-septempunctata (coleoptera, coccinellidae)",1995,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,10.1093/aesa/88.1.72
491,199,Drosophila buzzatii,Diptera,female,non-genital,ovary ,size ,host identity,plasticity,Peluso; Daniela and Soto; Eduardo M. and Kreiman; Lucas and Hasson; Esteban and Mensch; Julian,Contrasting Plasticity in Ovariole Number Induced by A Dietary Effect of the Host Plants between Cactophilic <i>Drosophila</i> Species,2016,INSECTS,10.3390/insects7020021
494,200,Drosophila ananassae,Diptera,female,non-genital,ovary ,size ,temperature,plasticity,Vishalakshi; C. and Singh; B. N.,Effect of developmental temperature stress on fluctuating asymmetry in certain morphological traits in <i>Drosophila ananassae</i>,2008,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2007.09.004
495,201,Drosophila melanogaster,Diptera,female,non-genital,oviduct,structural changes,mating ,plasticity,Kapelnikov; Anat and Rivlin; Patricia K. and Hoy; Ronald R. and Heifetz; Yael,Tissue remodeling: a mating-induced differentiation program for the <i>Drosophila</i> oviduct,2008,BMC DEVELOPMENTAL BIOLOGY,10.1186/1471-213X-8-114
499,202,Allonemobius socius,Orthoptera,female,genital,ovipositor ,size,temperature,plasticity,Mousseau; TA and Roff; DA,Genetic and environmental contributions to geographic-variation in the ovipositor length of a cricket,1995,ECOLOGY,10.2307/1938149
499,203,Allonemobius socius,Orthoptera,female,genital,ovipositor ,size,photoperiod ,plasticity,Mousseau; TA and Roff; DA,Genetic and environmental contributions to geographic-variation in the ovipositor length of a cricket,1995,ECOLOGY,10.2307/1938149
501,204,Romalea microptera,Orthoptera,female,non-genital,ovary ,mass,diet,plasticity,Hatle; JD and Waskey; T and Juliano; SA,Plasticity of grasshopper vitellogenin production in response to diet is primarily a result of changes in fat body mass,2006,JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY,10.1007/s00360-005-0028-9
502,205,Gryllus lineaticeps,Orthoptera,female,non-genital,ovary ,mass,temperature,plasticity,Stahlschmidt; Z. R. and Choi; J. and Choy; B. and Perez; P. L. and Whitlock; J.,A simulated heat wave-but not herbicide exposure-alters resource investment strategy in an insect,2023,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2023.103670
503,206,Gryllus firmus,Orthoptera,female,non-genital,ovary ,mass,diet,plasticity,King; Elizabeth G. and Roff; Derek A. and Fairbairn; Daphne J.,"The evolutionary genetics of acquisition and allocation in the wing dimorphic cricket, <i>gryllus firmus</i>",2011,EVOLUTION,10.1111/j.1558-5646.2011.01296.x
507,207,Drosophila melanogaster,Diptera,female,non-genital,ovary ,size ,diet,plasticity,Mendes; Claudia C. and Mirth; Christen K.,Stage-Specific Plasticity in Ovary Size Is Regulated by Insulin/Insulin-Like Growth Factor and Ecdysone Signaling in <i>Drosophila</i>,2016,GENETICS,10.1534/genetics.115.179960
526,208,Drosophila melanogaster,Diptera,female,non-genital,ovary ,size ,diet,plasticity,Rodrigues; Marisa A. and Martins; Nelson E. and Balance; Lara F. and Broom; Lara N. and Dias; Antonio J. S. and Fernandes; Ana Sofia D. and Rodrigues; Fabio and Sucena; Elio and Mirth; Christen K.,<i>Drosophila melanogaster</i> larvae make nutritional choices that minimize developmental time,2015,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2015.07.002
538,209,Digitonthophagus gazella,Coleoptera,male,genital,aedeagus ,size ,diet,robustness,Rohner; Patrick T. and Casasa; Sofia and Moczek; Armin P.,Assessing the evolutionary lability of insulin signalling in the regulation of nutritional plasticity across traits and species of horned dung beetles,2023,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.14240
541,210,Nebria salina,Coleoptera,female,non-genital,ovary ,developmental rate,photoperiod ,plasticity,Telfer; G and Butterfield; JEL,The control of reproductive diapause in <i>Nebria salina</i> (Coleoptera: Carabidae),2004,ECOLOGICAL ENTOMOLOGY,10.1111/j.0307-6946.2004.00620.x
569,211,Reticulitermes speratus,Blattodea,female,non-genital,ovary ,size ,caste,plasticity,Saiki; R. and Gotoh; H. and Toga; K. and Miura; T. and Maekawa; K.,High juvenile hormone titre and abdominal activation of JH signalling may induce reproduction of termite neotenics,2015,INSECT MOLECULAR BIOLOGY,10.1111/imb.12169
578,212,Sitobion avenae,Hemiptera,female,non-genital,ovary ,size ,host identity,robustness,Caillaud; CM and Dedryver; CA and Simon; JC,Development and reproductive potential of the cereal aphid sitobion-avenae on resistant wheat lines (triticum-monococcum),1994,ANNALS OF APPLIED BIOLOGY,10.1111/j.1744-7348.1994.tb04964.x
587,213,Gryllus firmus,Orthoptera,female,non-genital,ovary ,mass,social environment,plasticity,Conroy; Lauren P. and Roff; Derek A.,Adult social environment alters female reproductive investment in the cricket <i>Gryllus firmus</i>,2018,BEHAVIORAL ECOLOGY,10.1093/beheco/arx193
